x,y,terrain,terrainId,biome,elevation,groundNav,route,encounter,northTerrain,eastTerrain,southTerrain,westTerrain,promptFamilyId
39,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
40,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
41,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
42,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
43,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
44,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
45,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
46,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
47,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
48,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
49,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
50,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
51,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
52,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
53,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
54,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
55,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
56,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
57,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
58,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
59,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
60,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
61,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
62,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
63,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
64,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
65,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
66,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
67,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
68,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
69,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
70,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
71,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
72,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
73,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
74,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
75,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
76,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
77,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
78,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
79,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
80,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
81,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
82,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
83,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
84,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
85,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
86,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
87,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
88,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
89,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
90,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
91,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
92,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
93,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
94,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
95,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
96,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
97,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
98,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
99,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
100,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
101,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
102,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
103,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
104,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
105,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
106,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
107,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
108,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
109,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
110,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
111,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
112,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
113,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
114,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
115,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
116,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
117,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
118,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
119,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
120,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
121,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
122,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
123,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
124,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
125,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
126,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
127,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
128,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
129,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
130,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
131,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
132,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
133,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
134,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
135,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
136,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
137,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
138,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
139,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
140,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
141,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
142,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
143,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
144,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
145,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
146,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
147,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
148,0,X,cliff-mountain,M,3,#,.,.,VOID,X,R,X,terrain-cliff-mountain
149,0,X,cliff-mountain,M,3,#,.,.,VOID,VOID,X,X,terrain-cliff-mountain
0,1,F,forest-floor,F,3,#,.,.,F,R,F,VOID,terrain-forest-floor
1,1,R,rocky-ground,M,3,.,.,.,X,R,R,F,terrain-rocky-ground
2,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
3,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
4,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
5,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
6,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
7,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
8,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
9,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
10,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
11,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
12,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
13,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
14,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
15,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
16,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
17,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
18,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
19,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
20,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
21,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
22,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
23,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
24,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
25,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
26,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
27,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
28,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
29,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
30,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
31,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
32,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
33,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
34,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
35,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
36,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
37,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
38,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
39,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
40,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
41,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
42,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
43,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
44,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
45,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
46,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
47,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
48,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
49,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
50,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
51,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
52,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
53,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
54,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
55,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
56,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
57,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
58,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
59,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
60,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
61,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
62,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
63,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
64,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
65,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
66,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
67,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
68,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
69,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
70,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
71,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
72,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
73,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
74,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
75,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
76,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
77,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
78,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
79,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
80,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
81,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
82,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
83,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
84,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
85,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
86,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
87,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
88,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
89,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
90,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
91,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
92,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
93,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
94,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
95,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
96,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
97,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
98,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
99,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
100,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
101,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
102,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
103,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
104,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
105,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
106,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
107,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
108,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
109,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
110,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
111,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
112,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
113,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
114,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
115,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
116,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
117,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
118,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
119,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
120,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
121,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
122,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
123,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
124,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
125,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
126,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
127,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
128,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
129,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
130,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
131,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
132,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
133,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
134,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
135,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
136,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
137,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
138,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
139,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
140,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
141,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
142,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
143,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
144,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
145,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
146,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
147,1,R,rocky-ground,M,3,.,.,.,X,R,R,R,terrain-rocky-ground
148,1,R,rocky-ground,M,3,.,.,.,X,X,R,R,terrain-rocky-ground
149,1,X,cliff-mountain,M,3,#,.,.,X,VOID,X,R,terrain-cliff-mountain
0,2,F,forest-floor,F,3,#,.,.,F,R,F,VOID,terrain-forest-floor
1,2,R,rocky-ground,M,3,.,.,.,R,R,R,F,terrain-rocky-ground
2,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
3,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
4,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
5,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
6,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
7,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
8,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
9,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
10,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
11,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
12,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
13,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
14,2,R,rocky-ground,M,3,.,.,.,R,R,R,R,terrain-rocky-ground
